# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# CSV_HEADER = metadata_id,file_list,temporal_segment_start,temporal_segment_end,metadata
"8_Hs9UHZKe","[""file:///C:\\Annotation\\BAS\\BAS0015.mp4""]",45.957,46.897,"{""BalletSteps"":""14""}"
"8_gp0MEgti","[""file:///C:\\Annotation\\BAS\\BAS0015.mp4""]",50.314,51.274,"{""BalletSteps"":""14""}"
"8_CmwlCdYe","[""file:///C:\\Annotation\\BAS\\BAS0015.mp4""]",53.81,54.33,"{""BalletSteps"":""9""}"
"8_FUysTMDk","[""file:///C:\\Annotation\\BAS\\BAS0015.mp4""]",54.33,54.83,"{""BalletSteps"":""9""}"
"8_JhsSFuWD","[""file:///C:\\Annotation\\BAS\\BAS0015.mp4""]",54.83,55.37,"{""BalletSteps"":""9""}"
"8_trq170Or","[""file:///C:\\Annotation\\BAS\\BAS0015.mp4""]",55.73,56.71,"{""BalletSteps"":""14""}"
"9_XXFYF5X3","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"9_rxYeZiXq","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",2.453,3.073,"{""BalletSteps"":""14""}"
"9_V80Gl5Hw","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",7.011,7.771,"{""BalletSteps"":""15""}"
"9_AL6LtSNm","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",11.593,12.273,"{""BalletSteps"":""14""}"
"9_EkHaPJs2","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",20.507,20.967,"{""BalletSteps"":""9""}"
"9_1SKusHsp","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",20.967,21.687,"{""BalletSteps"":""9""}"
"9_jAsyuF4g","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",21.687,22.407,"{""BalletSteps"":""9""}"
"9_kvWaG6Ai","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",22.407,23.107,"{""BalletSteps"":""9""}"
"9_Hn6B97v8","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",23.107,23.587,"{""BalletSteps"":""9""}"
"9_l6XZGBfM","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",23.587,24.267,"{""BalletSteps"":""9""}"
"9_qNrl0J5M","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",26.102,26.762,"{""BalletSteps"":""6""}"
"9_GSnRHZyX","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",31.022,31.442,"{""BalletSteps"":""9""}"
"9_qTPMmhBI","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",31.442,31.902,"{""BalletSteps"":""9""}"
"9_fbDopE7J","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",31.902,32.422,"{""BalletSteps"":""9""}"
"9_SaHY4hzp","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",32.422,33.702,"{""BalletSteps"":""9""}"
"9_m5TgFOkG","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",41.275,42.415,"{""BalletSteps"":""14""}"
"9_3XsPRLxK","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",42.391,43.171,"{""BalletSteps"":""9""}"
"9_5kgjCPUk","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",43.171,43.931,"{""BalletSteps"":""9""}"
"9_cK3LHyGD","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",46.174,47.234,"{""BalletSteps"":""14""}"
"9_XAzjX3S7","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",47.271,47.991,"{""BalletSteps"":""9""}"
"9_6vHRkDfn","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",47.991,48.731,"{""BalletSteps"":""9""}"
"9_Li3QxI0n","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",50.94,51.9,"{""BalletSteps"":""14""}"
"9_vIDXkCyf","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",54.247,54.787,"{""BalletSteps"":""9""}"
"9_YW61idOq","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",54.787,55.307,"{""BalletSteps"":""9""}"
"9_pHAhinRX","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",55.307,56.047,"{""BalletSteps"":""9""}"
"9_f5UWPa09","[""file:///C:\\Annotation\\BAS\\BAS0016.mp4""]",56.147,57.067,"{""BalletSteps"":""14""}"
"10_QZPwT8hB","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"11_EiVWNCP3","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"11_BIwpDTgV","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",2.321,3.101,"{""BalletSteps"":""14""}"
"11_OaHh4oOO","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",7.043,7.783,"{""BalletSteps"":""14""}"
"11_M56GhK79","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",11.576,12.356,"{""BalletSteps"":""14""}"
"11_JhtAA69b","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",15.922,16.662,"{""BalletSteps"":""6""}"
"11_rUmDA358","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",15.922,16.662,"{""BalletSteps"":""19""}"
"11_p6OKWNhg","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",19.69,20.27,"{""BalletSteps"":""8""}"
"11_rJYXG9VB","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",20.27,20.91,"{""BalletSteps"":""8""}"
"11_jO6wRRm7","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",20.91,21.59,"{""BalletSteps"":""8""}"
"11_I9ebt2Lr","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",21.59,22.27,"{""BalletSteps"":""8""}"
"11_1hYAXzni","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",22.27,22.75,"{""BalletSteps"":""8""}"
"11_zQwz2Ri7","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",22.75,23.61,"{""BalletSteps"":""8""}"
"11_f2nXd9hT","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",24.93,25.69,"{""BalletSteps"":""9""}"
"11_LjEluSUX","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",28.983,29.423,"{""BalletSteps"":""8""}"
"11_jYMXANBq","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",29.423,29.903,"{""BalletSteps"":""8""}"
"11_sXlbfqLc","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",29.903,30.423,"{""BalletSteps"":""8""}"
"11_NVXaOfOh","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",30.423,31.283,"{""BalletSteps"":""8""}"
"11_2MGEQz6X","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",40.737,41.557,"{""BalletSteps"":""14""}"
"11_bi2SIIOJ","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",45.255,46.095,"{""BalletSteps"":""14""}"
"11_I5GVCSh5","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",49.765,50.745,"{""BalletSteps"":""14""}"
"11_7k9u0phX","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",52.468,52.948,"{""BalletSteps"":""8""}"
"11_bKIEbBJQ","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",52.948,53.448,"{""BalletSteps"":""8""}"
"11_NS4y4m1c","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",53.448,53.968,"{""BalletSteps"":""8""}"
"11_CNQhNdvf","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",53.968,54.608,"{""BalletSteps"":""8""}"
"11_ABAcKBRn","[""file:///C:\\Annotation\\BAS\\BAS0018.mp4""]",54.962,55.762,"{""BalletSteps"":""14""}"
"10_OvYLQIIJ","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",2.406,3.206,"{""BalletSteps"":""14""}"
"10_o6ZmS0b1","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",6.82,7.6,"{""BalletSteps"":""15""}"
"10_mo2fyySx","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",11.145,11.905,"{""BalletSteps"":""14""}"
"10_EbfAdXi9","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",19.413,20.033,"{""BalletSteps"":""9""}"
"10_k79Xy995","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",20.033,20.873,"{""BalletSteps"":""9""}"
"10_nMyoj7d6","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",20.873,21.793,"{""BalletSteps"":""9""}"
"10_t5Yd1f8z","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",21.793,22.673,"{""BalletSteps"":""9""}"
"10_QtXXX6cJ","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",22.673,23.433,"{""BalletSteps"":""9""}"
"10_NZ6VZQqa","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",24.806,25.466,"{""BalletSteps"":""6""}"
"10_HM7razH7","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",24.806,25.466,"{""BalletSteps"":""19""}"
"10_DIilVMFz","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",28.768,29.308,"{""BalletSteps"":""9""}"
"10_Xfj4a4Cd","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",29.308,29.768,"{""BalletSteps"":""9""}"
"10_VHX1avs0","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",29.768,30.668,"{""BalletSteps"":""9""}"
"10_XbTXTe0A","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",40.094,41.074,"{""BalletSteps"":""14""}"
"10_nd2SiiUr","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",44.572,45.472,"{""BalletSteps"":""14""}"
"10_38qOgLsV","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",50.707,51.207,"{""BalletSteps"":""9""}"
"10_CmBEYugR","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",51.207,51.667,"{""BalletSteps"":""9""}"
"10_YBnSZ91Z","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",51.667,52.307,"{""BalletSteps"":""9""}"
"10_SXSBfxus","[""file:///C:\\Annotation\\BAS\\BAS0017.mp4""]",52.526,53.366,"{""BalletSteps"":""14""}"
"12_uLiYdobV","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"12_zKzqAoxR","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",2.627,3.467,"{""BalletSteps"":""14""}"
"12_9uCBDhmW","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",7.189,7.989,"{""BalletSteps"":""15""}"
"12_ZoEuvIGJ","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",11.765,12.605,"{""BalletSteps"":""14""}"
"12_CiiZnT6b","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",20.188,20.608,"{""BalletSteps"":""8""}"
"12_j8dCOElF","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",20.608,20.968,"{""BalletSteps"":""8""}"
"12_W2oeymGI","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",20.968,21.408,"{""BalletSteps"":""8""}"
"12_GibFklya","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",21.408,21.928,"{""BalletSteps"":""8""}"
"12_cREX6ne8","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",21.928,22.508,"{""BalletSteps"":""8""}"
"12_ft8lleXa","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",36,37,"{""BalletSteps"":""8""}"
"12_1tsnLVCA","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",22.508,23.288,"{""BalletSteps"":""8""}"
"12_jgol2dcb","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",23.288,24.028,"{""BalletSteps"":""8""}"
"12_wF73aaXM","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",28.749,29.209,"{""BalletSteps"":""8""}"
"12_qBUemgRV","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",29.209,29.589,"{""BalletSteps"":""8""}"
"12_NEVkxDld","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",29.589,30.029,"{""BalletSteps"":""8""}"
"12_ui1hcXwo","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",30.029,30.509,"{""BalletSteps"":""8""}"
"12_W5skMX3U","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",30.509,31.129,"{""BalletSteps"":""8""}"
"12_7CSsCQXQ","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",31.129,32.089,"{""BalletSteps"":""8""}"
"12_vO6nlXFh","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",40.074,40.974,"{""BalletSteps"":""14""}"
"12_Z5w80PQS","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",44.371,45.371,"{""BalletSteps"":""14""}"
"12_gz6pyr5t","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",48.907,49.867,"{""BalletSteps"":""14""}"
"12_X15Uv2LM","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",52.207,52.707,"{""BalletSteps"":""8""}"
"12_UEyFy1sX","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",52.707,53.127,"{""BalletSteps"":""8""}"
"12_fwFq0iTe","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",53.127,53.667,"{""BalletSteps"":""8""}"
"12_yCHQncqU","[""file:///C:\\Annotation\\BAS\\BAS0019.mp4""]",53.8,54.6,"{""BalletSteps"":""14""}"
"13_w2t7oV5g","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"13_Bzc2wWJd","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",2.705,3.525,"{""BalletSteps"":""14""}"
"13_Vai3YPzG","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",7.205,8.065,"{""BalletSteps"":""15""}"
"13_ToiOeYCt","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",11.709,12.569,"{""BalletSteps"":""14""}"
"13_GHidPw1o","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",20.402,20.922,"{""BalletSteps"":""9""}"
"13_axD5XyBz","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",20.922,21.622,"{""BalletSteps"":""9""}"
"13_0hHgIVGD","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",21.622,22.542,"{""BalletSteps"":""9""}"
"13_Dq2K7KZn","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",22.542,23.222,"{""BalletSteps"":""9""}"
"13_jEXDDvZ4","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",23.222,23.762,"{""BalletSteps"":""9""}"
"13_7hpW5bmU","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",23.762,24.602,"{""BalletSteps"":""9""}"
"13_bV9mi3yh","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",29.103,29.583,"{""BalletSteps"":""9""}"
"13_cks3Trf5","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",29.583,30.103,"{""BalletSteps"":""9""}"
"13_0aJXHF3F","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",30.103,30.803,"{""BalletSteps"":""9""}"
"13_pV5d9JfK","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",39.136,40.056,"{""BalletSteps"":""14""}"
"13_eXd2vMvO","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",43.232,44.192,"{""BalletSteps"":""14""}"
"13_nUwXOoXm","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",50.797,51.337,"{""BalletSteps"":""9""}"
"13_TBKvYDb9","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",51.337,51.837,"{""BalletSteps"":""9""}"
"13_OytXnGUA","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",51.837,52.277,"{""BalletSteps"":""9""}"
"13_DHevLKc6","[""file:///C:\\Annotation\\BAS\\BAS0020.mp4""]",52.277,53.017,"{""BalletSteps"":""9""}"
"14_awfzZSCZ","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"14_5fV2n1Ws","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",11.084,11.944,"{""BalletSteps"":""14""}"
"14_VLaFY1Tc","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",14.558,15.018,"{""BalletSteps"":""12""}"
"14_oXhxC0U1","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",19.875,20.255,"{""BalletSteps"":""8""}"
"14_SsvSXXEv","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",20.255,20.695,"{""BalletSteps"":""8""}"
"14_yisTAcQH","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",20.695,21.155,"{""BalletSteps"":""8""}"
"14_nESPrX3h","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",21.155,21.755,"{""BalletSteps"":""8""}"
"14_1Pc6NCqX","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",21.755,22.395,"{""BalletSteps"":""8""}"
"14_ZVRvG5Xo","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",22.395,23.315,"{""BalletSteps"":""8""}"
"14_1XmYxDsg","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",29.668,30.068,"{""BalletSteps"":""8""}"
"14_XjhAwzV0","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",30.068,30.468,"{""BalletSteps"":""8""}"
"14_h26JXMuE","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",30.468,30.928,"{""BalletSteps"":""8""}"
"14_eizCqtXg","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",30.928,31.428,"{""BalletSteps"":""8""}"
"14_pXbRtKRr","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",31.428,31.888,"{""BalletSteps"":""8""}"
"14_jMV8tG77","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",31.888,32.428,"{""BalletSteps"":""8""}"
"14_fXwbQp9Z","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",40.456,41.336,"{""BalletSteps"":""14""}"
"14_MCVU2MDt","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",41.336,41.916,"{""BalletSteps"":""0""}"
"14_BMEsVXPP","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",44.899,45.839,"{""BalletSteps"":""14""}"
"14_LcDeX1Ub","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",45.839,46.379,"{""BalletSteps"":""0""}"
"14_m4BlF61F","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",51.554,52.014,"{""BalletSteps"":""8""}"
"14_EJDJAH9m","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",52.014,52.434,"{""BalletSteps"":""8""}"
"14_7DIMFT4i","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",52.434,52.934,"{""BalletSteps"":""8""}"
"14_X3x2thdm","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",52.934,53.40142,"{""BalletSteps"":""8""}"
"14_kX5awEwP","[""file:///C:\\Annotation\\BAS\\BAS0021.mp4""]",54.153,54.913,"{""BalletSteps"":""14""}"
"15_66P30Uwt","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",,,"{""OnlyOneDancer?"":""0""}"
"15_XKFtDSvb","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",2.406,3.326,"{""BalletSteps"":""14""}"
"15_fVWo312y","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",6.946,7.906,"{""BalletSteps"":""15""}"
"15_hmYww0fj","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",18.981,19.481,"{""BalletSteps"":""9""}"
"15_JooufjAV","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",19.481,20.081,"{""BalletSteps"":""9""}"
"15_AnQX2VeU","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",20.081,20.641,"{""BalletSteps"":""9""}"
"15_rjHH4p0h","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",20.641,21.161,"{""BalletSteps"":""9""}"
"15_wif901XB","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",21.161,21.741,"{""BalletSteps"":""9""}"
"15_weNeYpWX","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",21.741,22.321,"{""BalletSteps"":""9""}"
"15_vld693VH","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",22.321,23.521,"{""BalletSteps"":""9""}"
"15_TpShloTt","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",28.132,28.60059,"{""BalletSteps"":""9""}"
"15_pOQsWAtN","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",28.601,29.061,"{""BalletSteps"":""9""}"
"15_deeVK68D","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",29.061,29.581,"{""BalletSteps"":""9""}"
"15_eOVW1yJq","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",29.581,30.061,"{""BalletSteps"":""9""}"
"15_vKuesOir","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",30.061,30.501,"{""BalletSteps"":""9""}"
"15_2PjKAVdd","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",30.501,31.001,"{""BalletSteps"":""9""}"
"15_cY96ZyNL","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",31.001,31.501,"{""BalletSteps"":""9""}"
"15_qqu86fox","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",40.083,40.943,"{""BalletSteps"":""14""}"
"15_TjHu8u8A","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",44.51,45.35,"{""BalletSteps"":""14""}"
"15_XTlS2hah","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",51.18,51.64,"{""BalletSteps"":""9""}"
"15_RJTKfCwz","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",51.64,52.12,"{""BalletSteps"":""9""}"
"15_Cp8PFoXy","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",52.12,52.66,"{""BalletSteps"":""9""}"
"15_hrkpoUqR","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",52.66,53.16,"{""BalletSteps"":""9""}"
"15_jXUX4sCn","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",53.16,53.59476,"{""BalletSteps"":""9""}"
"15_vEtoQpvt","[""file:///C:\\Annotation\\BAS\\BAS0022.mp4""]",53.895,54.655,"{""BalletSteps"":""14""}"
"16_votLBeEz","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",,,"{""OnlyOneDancer?"":""1""}"
"16_WI9BCoc9","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",1.656,2.516,"{""BalletSteps"":""14""}"
"16_xUjMYA4S","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",9.78,10.64,"{""BalletSteps"":""14""}"
"16_QZlrttoG","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",16.312,16.852,"{""BalletSteps"":""9""}"
"16_Ha2UfRuD","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",16.852,17.412,"{""BalletSteps"":""9""}"
"16_c61kilXl","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",17.412,17.952,"{""BalletSteps"":""9""}"
"16_DDHj4tAb","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",17.952,18.612,"{""BalletSteps"":""9""}"
"16_qL5vfEeF","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",18.612,19.112,"{""BalletSteps"":""9""}"
"16_7jOMLIM1","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",19.112,19.552,"{""BalletSteps"":""9""}"
"16_UXBmge4Q","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",19.552,20.352,"{""BalletSteps"":""9""}"
"16_ajXl2jUZ","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",22.059,22.859,"{""BalletSteps"":""7""}"
"16_M5hbpU81","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",22.10642,22.859,"{""BalletSteps"":""19""}"
"16_tRRNatpl","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",25.731,26.131,"{""BalletSteps"":""9""}"
"16_QiNX4Z9e","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",26.131,26.531,"{""BalletSteps"":""9""}"
"16_bEzEECQc","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",26.531,26.931,"{""BalletSteps"":""9""}"
"16_en9SJ8Wm","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",26.931,27.431,"{""BalletSteps"":""9""}"
"16_ubhqGDbf","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",27.431,28.131,"{""BalletSteps"":""9""}"
"16_SvDxccBr","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",28.131,28.611,"{""BalletSteps"":""9""}"
"16_jERWXpyp","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",28.611,29.451,"{""BalletSteps"":""9""}"
"16_0C6hjpvJ","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",35.634,36.754,"{""BalletSteps"":""14""}"
"16_i7M3BgiQ","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",39.637,40.737,"{""BalletSteps"":""14""}"
"16_sFV1gLOX","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",43.8,44.92,"{""BalletSteps"":""14""}"
"16_ZxWJLPMD","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",46.448,46.888,"{""BalletSteps"":""9""}"
"16_uqIiOlMl","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",46.888,47.328,"{""BalletSteps"":""9""}"
"16_LvFXqO30","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",47.328,47.748,"{""BalletSteps"":""9""}"
"16_b8W5Zdg0","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",47.748,48.348,"{""BalletSteps"":""9""}"
"16_0Xyxxluh","[""file:///C:\\Annotation\\BAS\\BAS0023.mp4""]",48.388,49.288,"{""BalletSteps"":""14""}"
"17_8qDCc8Od","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",,,"{""OnlyOneDancer?"":""1""}"
"17_2givRcCr","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",2.122,3.062,"{""BalletSteps"":""14""}"
"17_35l0iPiW","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",11.303,12.183,"{""BalletSteps"":""14""}"
"17_DojjUngF","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",14.518,15.378,"{""BalletSteps"":""9""}"
"17_f8Y5Fqh6","[""file:///C:\\Annotation\\BAS\\BAS0025.mp4""]",19.264,19.784,"{""BalletSteps"":""8""}"
